index,carat,cut,color,clarity,depth,table,x,y,z,price
27040,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,Very Low
27041,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,Very Low
27042,0.32,Ideal,G,VS1,62.1,55.0,4.38,4.41,2.73,Very Low
27043,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,Very Low
27044,0.32,Very Good,G,VS1,62.8,54.0,4.38,4.41,2.76,Very Low
27045,0.32,Ideal,H,VVS2,61.2,56.0,4.4,4.43,2.7,Very Low
27046,0.32,Ideal,G,VS1,60.5,56.0,4.42,4.44,2.68,Very Low
27047,0.32,Very Good,H,VVS2,62.9,57.0,4.36,4.39,2.75,Very Low
27048,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,Very Low
27049,0.32,Premium,F,VS2,61.2,59.0,4.4,4.42,2.7,Very Low
27050,0.27,Very Good,E,SI1,60.6,57.0,4.19,4.25,2.55,Very Low
27051,0.42,Good,F,SI2,64.1,56.0,4.76,4.72,3.04,Very Low
27052,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,Very Low
27053,0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7,Very Low
27054,0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8,Very Low
27055,0.35,Ideal,H,VS1,61.8,57.0,4.53,4.56,2.81,Very Low
27056,0.28,Premium,H,VVS1,59.9,62.0,4.28,4.23,2.55,Very Low
27057,0.28,Premium,H,VVS1,61.5,58.0,4.22,4.17,2.58,Very Low
27058,0.28,Premium,G,VVS2,60.2,60.0,4.26,4.24,2.56,Very Low
27059,0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,Very Low
27060,0.32,Very Good,D,VS2,58.8,59.0,4.49,4.52,2.65,Very Low
27061,1.57,Premium,E,VS1,61.4,58.0,7.44,7.48,4.58,Very High
27062,1.5,Ideal,G,VVS2,61.3,56.0,7.39,7.43,4.55,Very High
27063,2.01,Premium,E,SI2,58.9,60.0,8.24,8.2,4.84,Very High
27064,2.01,Premium,E,SI2,62.0,61.0,8.1,8.04,5.0,Very High
27065,2.03,Ideal,G,SI2,61.1,57.0,8.16,8.21,5.0,Very High
27066,2.74,Very Good,H,SI2,63.3,58.0,8.88,8.84,5.61,Very High
27067,2.56,Premium,J,SI1,61.4,58.0,8.76,8.73,5.37,Very High
27068,2.01,Premium,H,VS2,61.6,61.0,8.14,8.07,4.99,Very High
27069,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,Very High
27070,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,Very High
27071,2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,Very High
27072,2.14,Premium,I,VS2,60.7,59.0,8.33,8.28,5.04,Very High
27073,1.67,Ideal,F,VS2,61.8,57.0,7.58,7.62,4.7,Very High
27074,2.01,Ideal,I,VS2,60.7,57.0,8.21,8.17,4.97,Very High
27075,1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75,Very High
27076,1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5,Very High
27077,1.5,Premium,F,VVS2,58.8,58.0,7.51,7.43,4.39,Very High
27078,1.6,Premium,G,VVS1,61.5,58.0,7.48,7.58,4.63,Very High
27079,1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72,Very High
27080,1.71,Very Good,G,VS1,61.3,54.0,7.69,7.74,4.73,Very High
27081,2.6,Premium,J,SI2,58.3,61.0,9.05,8.94,5.24,Very High
27082,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55,Very High
27083,2.14,Ideal,I,SI1,62.1,58.0,8.21,8.26,5.11,Very High
27084,2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11,Very High
27085,1.41,Premium,D,VVS2,60.8,57.0,7.28,7.23,4.41,Very High
27086,2.31,Premium,I,SI2,62.9,58.0,8.43,8.34,5.27,Very High
27087,1.7,Very Good,G,VS1,61.8,53.0,7.63,7.67,4.73,Very High
27088,2.15,Ideal,H,SI2,61.8,57.0,8.3,8.24,5.11,Very High
27089,2.01,Ideal,F,SI2,60.0,56.0,8.17,8.22,4.92,Very High
27090,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,Very High
27091,1.53,Ideal,D,VS2,62.7,54.0,7.35,7.39,4.62,Very High
27092,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,Very High
27093,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97,Very High
27094,1.7,Premium,G,VVS2,61.5,60.0,7.64,7.59,4.68,Very High
27095,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37,Very High
27096,2.25,Premium,H,SI1,61.5,61.0,8.47,8.41,5.19,Very High
27097,2.01,Premium,D,SI2,61.8,59.0,8.15,8.07,5.01,Very High
27098,2.01,Premium,H,SI1,62.3,58.0,8.04,7.99,4.99,Very High
27099,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97,Very High
27100,1.54,Ideal,F,VS2,61.8,56.0,7.36,7.39,4.56,Very High
27101,2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94,Very High
27102,2.02,Ideal,H,SI1,62.5,54.0,8.07,8.1,5.05,Very High
27103,2.0,Very Good,H,SI1,62.7,56.0,7.98,8.02,5.02,Very High
27104,2.1,Ideal,I,SI1,60.8,60.0,8.24,8.35,5.04,Very High
27105,2.12,Premium,I,VS2,61.5,58.0,8.3,8.26,5.09,Very High
27106,1.61,Ideal,F,VS1,62.0,55.0,7.52,7.55,4.67,Very High
27107,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,Very High
27108,2.42,Premium,I,VS1,59.8,59.0,8.8,8.78,5.26,Very High
27109,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0,Very High
27110,2.16,Ideal,E,SI2,61.4,57.0,8.36,8.33,5.12,Very High
27111,2.02,Ideal,G,SI2,61.7,57.0,8.15,8.1,5.01,Very High
27112,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98,Very High
27113,2.2,Premium,H,SI1,61.2,59.0,8.42,8.37,0.0,Very High
27114,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,Very High
27115,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88,Very High
27116,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,Very High
27117,1.5,Very Good,F,VVS1,60.0,60.0,7.36,7.44,4.44,Very High
27118,2.05,Premium,E,SI2,62.5,56.0,8.17,8.08,5.08,Very High
27119,2.35,Premium,I,SI2,59.9,58.0,8.68,8.61,5.18,Very High
27120,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,Very High
27121,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,Very High
27122,2.03,Very Good,I,VS2,59.9,57.0,8.14,8.25,4.91,Very High
27123,2.26,Ideal,H,SI2,62.2,56.0,8.38,8.35,5.2,Very High
27124,2.16,Premium,I,SI1,62.9,55.0,8.28,8.2,5.18,Very High
27125,2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05,Very High
27126,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94,Very High
27127,1.51,Very Good,F,VVS2,63.1,56.0,7.32,7.26,4.6,Very High
27128,2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1,Very High
27129,1.7,Premium,E,VS2,62.9,58.0,7.57,7.54,4.75,Very High
27130,2.04,Ideal,J,IF,61.5,58.0,8.11,8.14,5.0,Very High
27131,4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43,Very High
27132,1.58,Ideal,G,IF,62.2,57.0,7.45,7.51,4.65,Very High
27133,1.7,Good,F,VS1,57.6,63.0,7.86,7.81,4.51,Very High
27134,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02,Very High
27135,1.69,Good,G,VS1,58.1,58.0,7.8,7.84,4.54,Very High
27136,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,Very High
27137,1.75,Ideal,G,VS2,61.5,57.0,7.76,7.72,4.76,Very High
27138,2.01,Premium,H,SI1,61.8,58.0,8.13,8.06,5.0,Very High
27139,1.67,Ideal,F,VS2,61.8,57.0,7.62,7.58,4.7,Very High
27140,1.21,Ideal,E,IF,61.8,56.0,6.81,6.88,4.23,Very High
27141,1.93,Premium,H,VS2,62.8,58.0,7.91,7.86,4.95,Very High
27142,2.02,Very Good,I,SI1,60.4,58.0,8.2,8.16,4.94,Very High
27143,1.79,Premium,G,VS2,61.2,58.0,7.9,7.82,4.81,Very High
27144,1.6,Premium,G,VVS1,61.5,58.0,7.58,7.48,4.63,Very High
27145,1.7,Ideal,F,VS2,62.4,57.0,7.65,7.57,4.75,Very High
27146,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,Very High
27147,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,Very High
27148,1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62,Very High
27149,1.95,Very Good,H,VS2,61.7,55.0,8.0,8.05,4.95,Very High
27150,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,Very High
27151,2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,Very High
27152,2.17,Ideal,I,SI1,60.4,56.0,8.43,8.36,5.07,Very High
27153,2.01,Ideal,H,SI1,60.6,57.0,8.19,8.09,4.92,Very High
27154,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,Very High
27155,1.59,Premium,E,VS1,61.2,58.0,7.49,7.58,4.61,Very High
27156,2.03,Premium,G,SI2,60.1,60.0,8.27,8.2,4.95,Very High
27157,1.69,Good,E,VS1,63.8,56.0,7.51,7.57,4.81,Very High
27158,2.01,Ideal,H,SI1,61.9,57.0,8.14,8.05,5.01,Very High
27159,2.01,Premium,G,SI2,60.1,60.0,8.25,8.18,4.94,Very High
27160,2.01,Ideal,H,SI1,59.3,58.0,8.25,8.19,4.87,Very High
27161,2.01,Ideal,H,SI1,61.6,57.0,8.1,8.04,4.97,Very High
27162,2.5,Fair,F,SI2,65.8,58.0,8.38,8.31,5.49,Very High
27163,2.0,Good,G,SI1,63.6,61.0,7.9,7.83,5.0,Very High
27164,2.64,Ideal,H,SI2,62.3,55.0,8.88,8.83,5.52,Very High
27165,2.05,Fair,I,VS1,67.7,58.0,7.74,7.68,5.22,Very High
27166,1.61,Ideal,F,VS1,62.0,55.0,7.55,7.52,4.67,Very High
27167,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1,Very High
27168,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,Very High
27169,1.65,Very Good,F,VS1,62.8,56.0,7.52,7.57,4.74,Very High
27170,2.01,Premium,I,VS2,61.1,60.0,8.06,8.12,4.94,Very High
27171,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,Very High
27172,2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99,Very High
27173,2.0,Premium,I,VS1,61.1,58.0,8.11,8.08,4.95,Very High
27174,1.55,Ideal,D,VS2,62.5,55.0,7.38,7.43,4.63,Very High
27175,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,Very High
27176,2.0,Good,H,SI1,58.0,58.0,8.21,8.26,4.78,Very High
27177,2.48,Very Good,I,SI2,63.0,62.0,8.58,8.62,5.42,Very High
27178,1.5,Good,E,VVS2,64.3,58.0,7.2,7.13,4.61,Very High
27179,2.31,Premium,J,VS1,62.3,61.0,8.55,8.43,5.29,Very High
27180,2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25,Very High
27181,1.56,Ideal,F,VS1,61.7,56.0,7.48,7.46,4.61,Very High
27182,2.01,Premium,H,SI1,59.6,59.0,8.27,8.19,4.9,Very High
27183,2.2,Ideal,H,VS2,61.7,55.0,8.41,8.38,5.18,Very High
27184,2.08,Ideal,H,SI1,61.3,56.0,8.24,8.27,5.06,Very High
27185,2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04,Very High
27186,2.44,Very Good,J,SI1,62.9,53.0,8.58,8.62,5.41,Very High
27187,2.18,Premium,H,SI2,59.1,60.0,8.49,8.45,5.01,Very High
27188,2.01,Premium,I,SI1,60.2,59.0,8.18,8.12,4.91,Very High
27189,2.18,Very Good,G,SI2,61.0,60.0,8.29,8.33,5.07,Very High
27190,2.01,Very Good,H,SI1,60.1,60.0,8.25,8.2,4.94,Very High
27191,1.7,Good,D,VS2,63.6,56.0,7.56,7.5,4.79,Very High
27192,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98,Very High
27193,1.7,Premium,G,VS1,61.2,57.0,7.73,7.64,4.7,Very High
27194,2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86,Very High
27195,1.31,Premium,D,VVS1,62.8,55.0,7.01,6.95,4.38,Very High
27196,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15,Very High
27197,1.14,Good,D,IF,61.7,63.0,6.64,6.74,4.13,Very High
27198,2.33,Ideal,I,VS2,62.0,57.0,8.52,8.45,5.26,Very High
27199,1.91,Very Good,F,SI1,62.2,54.0,7.91,7.97,4.94,Very High
27200,2.14,Premium,G,SI2,60.4,59.0,8.32,8.38,5.04,Very High
27201,2.01,Very Good,F,SI2,62.3,63.0,8.07,7.96,4.99,Very High
27202,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56,Very High
27203,2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25,Very High
27204,2.05,Premium,H,SI1,60.2,58.0,8.25,8.22,4.96,Very High
27205,2.52,Premium,H,SI2,62.4,57.0,8.72,8.66,5.43,Very High
27206,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99,Very High
27207,2.21,Premium,G,SI2,62.4,60.0,8.34,8.29,5.19,Very High
27208,2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02,Very High
27209,2.02,Good,I,VS1,57.9,63.0,8.13,8.21,4.73,Very High
27210,2.36,Ideal,J,VS2,60.1,59.0,8.64,8.69,5.21,Very High
27211,2.0,Ideal,F,SI2,62.9,56.0,7.94,8.01,5.02,Very High
27212,1.97,Premium,H,VS2,62.9,59.0,8.01,7.9,5.0,Very High
27213,2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2,Very High
27214,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52,Very High
27215,1.57,Ideal,E,VS2,60.5,57.0,7.53,7.57,4.57,Very High
27216,1.59,Premium,E,VS1,61.2,58.0,7.58,7.49,4.61,Very High
27217,1.89,Ideal,H,VS1,61.6,56.0,7.92,7.95,4.89,Very High
27218,2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,Very High
27219,2.01,Ideal,G,SI2,61.9,57.0,8.0,8.08,4.98,Very High
27220,1.65,Ideal,G,IF,62.4,55.0,7.53,7.61,4.72,Very High
27221,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,Very High
27222,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,Very High
27223,2.0,Premium,I,VS2,62.5,57.0,8.01,7.92,4.98,Very High
27224,2.02,Premium,G,SI1,61.8,58.0,8.16,8.1,4.94,Very High
27225,2.02,Very Good,I,VS2,63.1,55.0,8.0,8.09,5.08,Very High
27226,2.14,Very Good,F,SI2,58.2,61.0,8.45,8.5,4.93,Very High
27227,1.03,Ideal,D,IF,62.0,56.0,6.55,6.44,4.03,Very High
27228,2.53,Premium,H,SI2,59.6,59.0,8.9,8.82,5.29,Very High
27229,2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,Very High
27230,1.71,Ideal,G,VS1,62.2,55.0,7.72,7.65,4.78,Very High
27231,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,Very High
27232,1.7,Good,F,VS2,62.2,56.0,7.54,7.6,4.71,Very High
27233,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,Very High
27234,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,Very High
27235,1.64,Ideal,G,VVS2,61.8,56.0,7.59,7.6,4.69,Very High
27236,1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66,Very High
27237,2.1,Premium,J,VVS1,61.3,58.0,8.29,8.24,5.07,Very High
27238,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,Very High
27239,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,Very High
27240,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44,Very High
27241,2.01,Ideal,G,SI2,60.9,55.0,8.16,8.19,4.98,Very High
27242,1.74,Premium,G,VS2,61.0,58.0,7.77,7.75,4.73,Very High
27243,2.07,Ideal,G,SI2,62.2,54.0,8.16,8.21,5.09,Very High
27244,2.08,Premium,H,SI1,62.6,59.0,8.1,8.13,5.08,Very High
27245,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2,Very High
27246,2.05,Premium,I,VS1,60.6,60.0,8.21,8.18,4.97,Very High
27247,2.39,Premium,I,VS1,61.2,60.0,8.63,8.6,5.27,Very High
27248,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57,Very High
27249,2.06,Premium,G,SI2,62.7,58.0,8.12,8.09,5.08,Very High
27250,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96,Very High
27251,1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55,Very High
27252,1.7,Ideal,F,VS2,61.3,54.0,7.72,7.67,4.72,Very High
27253,1.34,Premium,E,IF,61.8,58.0,7.15,7.08,4.4,Very High
27254,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,Very High
27255,1.5,Premium,E,VVS2,58.7,61.0,7.49,7.36,4.36,Very High
27256,2.02,Very Good,H,SI1,63.4,60.0,7.96,8.04,5.07,Very High
27257,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,Very High
27258,2.14,Premium,G,SI2,60.4,59.0,8.38,8.32,5.04,Very High
27259,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,Very High
27260,2.01,Very Good,E,SI1,62.7,57.0,8.03,8.11,5.06,Very High
27261,2.32,Ideal,I,SI2,62.0,57.0,8.49,8.45,5.25,Very High
27262,1.71,Very Good,F,VS1,61.9,61.0,7.61,7.67,4.73,Very High
27263,2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02,Very High
27264,2.01,Premium,H,SI1,62.7,59.0,8.03,8.08,5.05,Very High
27265,1.51,Very Good,E,VVS2,60.2,61.0,7.34,7.4,4.44,Very High
27266,2.52,Very Good,G,SI2,63.2,58.0,8.65,8.61,5.45,Very High
27267,2.02,Premium,G,SI1,62.8,60.0,8.02,7.96,5.02,Very High
27268,2.12,Very Good,F,SI2,60.6,58.0,8.27,8.32,5.03,Very High
27269,2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0,Very High
27270,2.11,Ideal,I,VS2,62.2,55.0,8.2,8.26,5.12,Very High
27271,1.99,Fair,H,VS2,60.5,63.0,8.2,8.11,4.93,Very High
27272,2.21,Premium,I,SI1,61.1,59.0,8.42,8.37,5.13,Very High
27273,2.31,Very Good,I,SI1,62.5,55.0,8.39,8.44,5.26,Very High
27274,2.0,Premium,I,VS2,61.8,56.0,8.11,8.04,4.99,Very High
27275,1.52,Premium,D,VS1,61.0,59.0,7.48,7.53,4.5,Very High
27276,2.0,Very Good,G,SI1,63.0,55.0,7.96,8.1,5.06,Very High
27277,1.65,Ideal,G,IF,62.4,55.0,7.61,7.53,4.72,Very High
27278,2.12,Ideal,F,SI2,62.3,57.0,8.19,8.22,5.11,Very High
27279,2.0,Good,G,SI1,64.2,59.0,7.84,7.93,5.06,Very High
27280,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,Very High
27281,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,Very High
27282,2.17,Ideal,I,SI1,60.7,57.0,8.38,8.42,5.1,Very High
27283,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,Very High
27284,2.03,Very Good,G,SI2,62.7,55.0,8.07,8.14,5.08,Very High
27285,2.56,Ideal,J,SI1,61.4,58.0,8.73,8.76,5.37,Very High
27286,2.01,Very Good,E,SI2,59.3,61.0,8.14,8.19,4.84,Very High
27287,2.01,Very Good,H,SI1,62.8,59.0,7.99,8.04,5.03,Very High
27288,2.0,Premium,E,SI2,62.2,56.0,8.14,8.06,5.04,Very High
27289,2.0,Very Good,H,SI1,63.3,59.0,8.03,7.96,5.06,Very High
27290,2.0,Good,E,SI2,57.7,61.0,8.31,8.19,4.76,Very High
27291,2.0,Good,D,VS2,63.7,60.0,7.88,7.81,5.0,Very High
27292,2.0,Ideal,G,VS2,62.3,57.0,8.06,7.97,4.99,Very High
27293,2.0,Premium,H,SI1,62.6,56.0,8.01,7.96,5.0,Very High
27294,1.87,Ideal,H,VS1,59.7,60.0,7.98,8.04,4.78,Very High
27295,1.72,Premium,G,VS1,59.4,60.0,7.86,7.82,4.66,Very High
27296,1.71,Premium,F,VS2,61.4,60.0,7.72,7.62,4.71,Very High
27297,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,Very High
27298,1.55,Premium,D,VS1,59.7,60.0,7.62,7.56,4.53,Very High
27299,2.05,Premium,D,SI1,60.4,58.0,8.26,8.16,4.96,Very High
27300,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,Very High
27301,2.21,Very Good,I,SI1,62.9,59.0,8.3,8.34,5.23,Very High
27302,2.01,Ideal,F,SI2,61.3,60.0,8.05,8.1,4.95,Very High
27303,2.72,Ideal,J,SI2,62.1,56.0,8.97,8.93,5.56,Very High
27304,1.69,Very Good,E,VS2,62.7,58.0,7.52,7.6,4.74,Very High
27305,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02,Very High
27306,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,Very High
27307,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,Very High
27308,2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,Very High
27309,2.05,Very Good,H,SI1,62.5,57.0,8.09,8.07,5.05,Very High
27310,2.11,Premium,G,SI1,61.6,59.0,8.24,8.19,5.06,Very High
27311,2.16,Ideal,H,SI1,61.9,57.0,8.3,8.38,5.16,Very High
27312,1.63,Ideal,E,VS2,61.3,55.0,7.6,7.63,4.67,Very High
27313,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89,Very High
27314,2.01,Premium,I,VS2,60.3,58.0,8.22,8.16,4.94,Very High
27315,2.36,Ideal,J,VS1,61.6,57.0,8.6,8.55,5.28,Very High
27316,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,Very High
27317,2.1,Very Good,I,VS2,59.4,60.0,8.39,8.47,5.01,Very High
27318,2.01,Ideal,H,VS1,62.9,54.0,8.01,7.96,5.02,Very High
27319,2.09,Premium,F,SI2,61.7,59.0,8.21,8.23,5.07,Very High
27320,2.18,Premium,G,SI2,61.9,60.0,8.24,8.29,5.12,Very High
27321,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,Very High
27322,2.01,Ideal,E,SI2,62.2,57.0,8.09,8.04,5.02,Very High
27323,2.01,Premium,H,SI1,61.1,60.0,8.15,8.11,4.97,Very High
27324,2.01,Premium,H,SI1,61.3,59.0,8.16,8.08,4.98,Very High
27325,2.43,Ideal,I,SI2,62.3,59.0,8.54,8.61,5.34,Very High
27326,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99,Very High
27327,2.0,Good,F,SI1,63.0,64.0,7.67,7.76,4.86,Very High
27328,2.11,Very Good,E,SI2,62.4,61.0,8.1,8.19,5.08,Very High
27329,2.0,Ideal,F,SI2,62.0,57.0,8.1,8.03,5.0,Very High
27330,2.01,Very Good,I,VS1,62.8,59.0,8.02,8.07,5.05,Very High
27331,2.02,Ideal,H,SI1,61.7,57.0,8.14,8.08,5.0,Very High
27332,2.02,Very Good,H,VS2,61.5,59.0,8.08,8.21,5.01,Very High
27333,1.76,Very Good,G,VVS2,61.1,59.0,7.81,7.9,4.8,Very High
27334,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,Very High
27335,2.32,Ideal,J,VS1,62.5,54.5,8.44,8.47,5.28,Very High
27336,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,Very High
27337,2.28,Premium,H,SI2,62.1,59.0,8.4,8.44,5.23,Very High
27338,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,Very High
27339,2.01,Ideal,H,SI1,61.9,60.0,8.09,8.07,5.0,Very High
27340,2.02,Premium,I,VS2,59.0,59.0,8.34,8.27,4.9,Very High
27341,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,Very High
27342,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,Very High
27343,1.58,Ideal,E,VS1,62.6,56.0,7.41,7.44,4.65,Very High
27344,2.2,Ideal,I,SI1,61.7,55.0,8.37,8.41,5.18,Very High
27345,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,Very High
27346,2.0,Good,G,SI1,64.2,59.0,7.93,7.84,5.06,Very High
27347,1.74,Premium,G,VS1,61.7,58.0,7.78,7.69,4.77,Very High
27348,1.74,Premium,G,VS1,62.4,58.0,7.71,7.61,4.78,Very High
27349,2.2,Premium,I,VS2,58.9,60.0,8.63,8.52,5.05,Very High
27350,1.07,Very Good,D,IF,59.0,59.0,6.63,6.72,3.94,Very High
27351,2.08,Ideal,I,VS2,62.0,56.0,8.16,8.18,5.06,Very High
27352,2.01,Fair,G,VS2,67.5,55.0,7.7,7.79,5.23,Very High
27353,2.39,Very Good,J,VS1,59.6,60.0,8.71,8.77,5.21,Very High
27354,2.41,Good,I,SI2,57.7,61.0,8.87,8.83,5.11,Very High
27355,2.57,Premium,D,SI2,58.9,58.0,8.99,8.94,5.28,Very High
27356,2.0,Good,G,SI1,59.1,61.0,8.14,8.18,4.82,Very High
27357,1.29,Very Good,D,VVS1,60.8,55.0,7.03,7.12,4.3,Very High
27358,2.16,Premium,I,SI1,58.5,60.0,8.54,8.49,4.98,Very High
27359,2.02,Ideal,I,VS1,62.3,59.0,8.02,8.06,5.01,Very High
27360,1.51,Premium,D,VS1,63.0,52.0,7.37,7.3,4.62,Very High
27361,0.41,Good,G,SI1,64.3,54.0,4.68,4.72,3.02,Very Low
27362,0.34,Ideal,E,VS2,62.0,56.0,4.46,4.48,2.77,Very Low
27363,0.34,Ideal,E,VS2,62.2,57.0,4.42,4.46,2.76,Very Low
27364,0.28,Premium,E,VVS2,60.1,59.0,4.22,4.26,2.55,Very Low
27365,0.28,Ideal,E,VVS2,62.1,56.0,4.19,4.21,2.61,Very Low
27366,0.28,Very Good,E,VVS1,61.1,60.0,4.17,4.21,2.56,Very Low
27367,0.28,Ideal,E,VVS2,62.4,56.0,4.16,4.2,2.61,Very Low
27368,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,Very Low
27369,0.28,Ideal,F,IF,62.4,55.0,4.17,4.2,2.61,Very Low
27370,0.28,Ideal,E,VVS2,60.3,57.0,4.21,4.25,2.55,Very Low
27371,0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,Very Low
27372,0.31,Ideal,G,VVS2,62.2,53.0,4.36,4.39,2.72,Very Low
27373,0.34,Ideal,H,SI1,61.5,55.0,4.53,4.55,2.79,Very Low
27374,0.32,Ideal,G,SI1,61.5,55.0,4.4,4.44,2.72,Very Low
